Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities
"House For Sale In Swayambhu, Kathmandu","Kimdol, Swayambhu, Kathmandu",Kathmandu,21000000,4,2,2,2,South,N/A,1.1K,3.1 Aana,18 Feet,18 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"House For Sale In Kalikasthan, Kathmandu","Kalikasthan, Kalikasthan, Kathmandu",Kathmandu,100000000,5,2,3,4,West,N/A,720,10.1 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,22500000,6,4,4,3,North,N/A,279,0-3-0-1 Aana,10 Feet,10 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"House For Sale In Chabahil, Kathmandu","Arubari, Chabahil, Kathmandu",Kathmandu,37000000,5,4,3,4,South West,N/A,266,4 Aana,12 Feet,12 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"House For Sale In Ramkot, Kathmandu","Ramkot, Ramkot, Kathmandu",Kathmandu,19000000,4,3,3,4,East,N/A,583,0-3-3-2 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'Garden', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu",Kathmandu,45000000,5,5,3,4,East,N/A,286,9 Aana,12 Feet,12 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"House For Sale In Tarkeshwor, Kathmandu","Lambagar, Tarkeshwor, Kathmandu",Kathmandu,16500000,6,3,3,3,South,N/A,328,4 Aana,12 Feet,12 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,88000000,0,0,3,0,West,N/A,245,0-15-2-2 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"House For Sale In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu",Kathmandu,29000000,10,6,5,4,West,N/A,277,4.2 Aana,10 Feet,10 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"Land For Sale In Balkhu, Kathmandu","Balkhu, Balkhu, Kathmandu",Kathmandu,7500000,0,0,N/A,0,East,N/A,311,1.4 Ropani,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Naxal, Kathmandu","Gahana, Pokhari, Naxal, Kathmandu",Kathmandu,55000000,0,0,4,0,North,N/A,327,7 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"House For Sale In Kadaghari, Kathmandu","Birendra Chowk, Kadaghari, Kathmandu",Kathmandu,36000000,6,4,3.5,3,South East,N/A,247,3.2 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"House For Sale In Pepsicola, Kathmandu","Suncity Planning, Pepsicola, Kathmandu",Kathmandu,24000000,10,6,3,4,East,N/A,808,3.2 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"House For Sale In Kadaghari, Kathmandu","Gotthatar, Kadaghari, Kathmandu",Kathmandu,12000000,4,1,1,2,East,N/A,452,3 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"Land For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu",Kathmandu,8500000,0,0,N/A,0,West,N/A,231,0-6-3-3 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Balaju, Kathmandu","Near by Bhatbhatei Super Market., Balaju, Kathmandu",Kathmandu,45000000,12,4,4,5,North,N/A,257,0-4-0-2 Aana,0 Feet,0 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"House For Sale In Joranku, Kathmandu","Joranku, Joranku, Kathmandu",Kathmandu,15000000,3,3,3,2,South,N/A,260,3.2 Aana,10 Feet,10 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"Land For Sale In Tarkeshwor, Kathmandu","Phutung, Tarkeshwor, Kathmandu",Kathmandu,1000000,0,0,N/A,0,South West,N/A,275,7 Aana,26 Feet,26 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Office Space For Sale In Samakhusi, Kathmandu","Samakhusi Town Planning, Samakhusi, Kathmandu",Kathmandu,500000,0,0,N/A,0,East,N/A,226,165 Sq. Feet,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Sitapaila, Kathmandu","Ichadol, Sitapaila, Kathmandu",Kathmandu,20000000,4,2,3,0,East,N/A,331,5 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"House For Sale In Imadol, Lalitpur","sital height, Imadol, Lalitpur",Lalitpur,16000000,4,4,3,2,South East,2075,1.9K,0-3-0-0 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Water Tank', 'Water Well']"
"House For Sale In Thamel, Kathmandu","Thahiti Chowk, Thamel, Kathmandu",Kathmandu,37500000,4,4,6,4,East,N/A,316,0-2-3-2 Aana,12 Feet,12 Feet,NA,N/A Aana,1 year ago,"['Balcony', 'Gym', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Land For Sale In Thamel, Kathmandu","Thamel, Thamel, Kathmandu",Kathmandu,20000000,0,0,N/A,0,East,N/A,267,1.11 Ropani,26 Feet,26 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Gongabu, Kathmandu","Mitranagar, Gongabu, Kathmandu",Kathmandu,31000000,9,9,4,3,North,N/A,298,2.2 Aana,9 Feet,9 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank']"
"Apartment For Sale In Samakhusi, Kathmandu","Samakhusi Town Planning, Samakhusi, Kathmandu",Kathmandu,20500000,5,4,3,3,South,N/A,356,2.2 Aana,16 Feet,16 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"House For Sale In Sano Bharyang, Kathmandu","Near by Yellow Gumba, Sano Bharyang, Kathmandu",Kathmandu,26000000,4,5,3,3,East,N/A,247,0-4-0-2 Aana,12 Feet,12 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"Apartment For Rent In Naxal, Kathmandu","Narayanchaur, Naxal, Kathmandu",Kathmandu,120000,2,2,3,2,South West,N/A,323,1100 Sq. Feet,16 Feet,16 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Apartment For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,7500000,2,2,1,2,West,N/A,864,800 Sq. Feet,24 Feet,24 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"Apartment For Rent In Panipokhari, Kathmandu","panipokhari, Panipokhari, Kathmandu",Kathmandu,100000,2,2,1,2,West,N/A,356,1000 Sq. Feet,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'Garden', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"Apartment For Sale In Lazimpat, Kathmandu","Panipokhari, Lazimpat, Kathmandu",Kathmandu,17500000,3,3,3,2,South,N/A,737,1582 Sq. Feet,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"Land At Gausala, Battisputali : Land For Sale In Old Baneshwor, Kathmandu","Battisputali, Old Baneshwor, Kathmandu",Kathmandu,5500000,0,0,N/A,0,South,N/A,6.1K,0-7-2-0 Aana,6 Meter,6 Meter,NA,N/A Sq. Feet,1 year ago,[]
"Apartment For Rent In Durbar Marg, Kathmandu","Durbar marg, Durbar Marg, Kathmandu",Kathmandu,110000,2,2,3,2,North East,N/A,375,1100 Sq. Feet,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'Garden', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Scenic : House For Sale In Dhapakhel, Lalitpur","Dhapakhel height, Dhapakhel, Lalitpur",Lalitpur,25000000,4,3,3,1,South,2072,5.9K,0-4-3-0 Aana,13 Feet,13 Feet,NA,800 Sq. Feet,1 year ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Tank']"
"House At New Colony : House For Sale In Budhanilkantha, Kathmandu","New Colony, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,28500000,3,3,2,1,South West,2073,6.5K,0-4-5-0 Aana,18 Feet,18 Feet,NA,N/A Sq. Feet,1 year ago,"['Garage', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply']"
"Apartment For Rent In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu",Kathmandu,50000,0,0,N/A,0,East,N/A,419,200 Aana,0 Feet,0 Feet,NA,N/A Aana,1 year ago,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Water Tank']"
"Apartment For Rent In Lazimpat, Kathmandu","lazimpat, Lazimpat, Kathmandu",Kathmandu,40000,0,0,N/A,0,East,N/A,518,180 Aana,0 Feet,0 Feet,NA,N/A Aana,1 year ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank']"
"Dhobhighat : Land For Rent In Dhobighat, Lalitpur","Dhobhighat, Lalitpur, Dhobighat, Lalitpur",Lalitpur,250000,0,0,N/A,0,East,N/A,325,2.2 Ropani,20 Feet,20 Feet,NA,2 Ropani,1 year ago,"['Garage', 'Water Supply']"
"Business For Sale In Naxal, Kathmandu","Near, Bhat bhateni, Naxal, Kathmandu",Kathmandu,3000000,0,0,N/A,0,South,N/A,4.9K,400 Sq. Feet,35 Feet / Blacktopped,35 Feet , Blacktopped,N/A Sq. Feet,1 year ago,"['Air Condition', 'TV Cable']"
"Land For Sale In Bhaisepati, Lalitpur","Near, Bhaisepati Colony, Bhaisepati, Lalitpur",Lalitpur,2400000,0,0,N/A,0,South East,N/A,520,0-6-0-0 Aana,16 Feet,16 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Land For Sale In Banasthali, Kathmandu","Near, Dhungedhara, Banasthali, Kathmandu",Kathmandu,3500000,0,0,N/A,0,East,N/A,425,0-5-0-0 Aana,16 Feet,16 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Lubhu, Lalitpur","Near, Sarbotchrit School, Lubhu, Lalitpur",Lalitpur,14500000,4,3,2,1,South East,N/A,768,0-5-0-3 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Backyard', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']"
"House For Sale In Sunderbasti, Kathmandu","Budanilkantha, Sunderbasti, Kathmandu",Kathmandu,27500000,6,4,3,1,South East,N/A,375,0-5-0-3 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Backyard', 'Balcony', 'Frontyard', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']"
"Land For Sale In Sitapaila, Kathmandu","Near, Padma Colony, Sitapaila, Kathmandu",Kathmandu,2600000,0,0,N/A,0,East,N/A,302,0-4-0-0 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Lamas Residence : House For Rent In Lubhu, Lalitpur","Lubhu Lalitpur, Lubhu, Lalitpur",Lalitpur,60000,6,2,2,0,East,N/A,351,16 Aana,18 Feet,18 Feet,NA,8 Aana,1 year ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'Lawn', 'Frontyard', 'Backyard']"
"Apartment For Rent In Bishal Nagar, Kathmandu","Central Park Apartment, Bishal Nagar, Kathmandu",Kathmandu,120000,3,2,10,0,East,N/A,394,1300 Sq. Feet,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Apartment For Rent In Swayambhu, Kathmandu","Bijeshwari, Swayambhu, Kathmandu",Kathmandu,150000,2,2,4,0,South East,N/A,371,1200 Sq. Feet,15 Feet,15 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Apartment For Sale In Kamalpokhari, Kathmandu","Kamalpokhari, Kamalpokhari, Kathmandu",Kathmandu,55000000,2,3,N/A,0,North East,N/A,565,3400 Sq. Feet,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'Garden', 'Gym', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Apartment For Rent In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,40000,2,1,N/A,0,East,N/A,554,750 Sq. Feet,15 Feet,15 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']"
"Apartment For Sale In Dhobighat, Lalitpur","Bazra and Sangrila Residency, Dhobighat, Lalitpur",Lalitpur,16500000,3,2,10,0,East,N/A,619,1350 Sq. Feet,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Best For Commercial Use : House For Sale In Kamalpokhari, Kathmandu","Naxal, kathmandu, Kamalpokhari, Kathmandu",Kathmandu,30000000,0,3,5,0,West,N/A,524,1-3-3 Aana,32 Feet,32 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Newly Built : House For Rent In Baneshwor, Kathmandu","Mid- Baneshwor, Baneshwor, Kathmandu",Kathmandu,125000,5,2,2,5,East,2076,1.8K,10 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Lawn', 'Garage', 'Balcony', 'Deck', 'Water Supply']"
"House For Rent In Bhaisepati, Lalitpur","Near, Radio Tower, Bhaisepati, Lalitpur",Lalitpur,250000,5,3,3,2,East,2075,12.7K,13 Aana,20 Feet,20 Feet,NA,4 Aana,1 year ago,"['Garage', 'Backyard', 'Balcony', 'Frontyard', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']"
"House For Sale In Maligaon, Kathmandu","Maligaon, Maligaon, Kathmandu",Kathmandu,65000000,5,6,3,0,North West,N/A,607,12 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Lawn', 'Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"House For Sale In Bhatbhateni, Kathmandu","Bhatbhateni, Bhatbhateni, Kathmandu",Kathmandu,235000000,10,10,N/A,0,East,N/A,561,33 Aana,16 Feet,16 Feet,NA,N/A Sq. Feet,1 year ago,"['Air Condition', 'Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Land For Sale In Kalanki, Kathmandu","Dhungeadda, Kalanki, Kathmandu",Kathmandu,4500000,0,0,N/A,0,South East,N/A,317,13 Aana,20 Feet,20 Feet,NA,N/A Aana,1 year ago,[]
"House For Sale In Maharajgunj, Kathmandu","Nearby, Teaching Hospital, Maharajgunj, Kathmandu",Kathmandu,47500000,10,6,N/A,0,East,N/A,392,0-3-0-1 Aana,11 Meter,11 Meter,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Land For Sale In Godawari, Lalitpur","Godawari, Godawari, Lalitpur",Lalitpur,950000,0,0,N/A,0,South,N/A,360,10 Aana,24 Feet,24 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Chabahil, Kathmandu","Chuchhepati, Chabahil, Kathmandu",Kathmandu,35000000,10,4,03,0,West,N/A,383,4.5 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Land For Sale In Tikathali, Lalitpur","Pani Tanki, Tikathali, Lalitpur",Lalitpur,2000000,0,0,N/A,0,West,N/A,9.3K,0-5-1-1 Aana,14 Feet,14 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Land For Sale In Satungal, Kathmandu","Balagaun, Satungal, Kathmandu",Kathmandu,2500000,0,0,N/A,0,South,N/A,308,0-3-3-3 Aana,14 Feet,14 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Rent In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,300000,14,5,3,0,North,N/A,423,32 Aana,13 Feet,13 Feet,NA,4000 Sq. Feet,1 year ago,[]
"Land For Rent In Dhapasi, Kathmandu","Dhapasi Height, Dhapasi, Kathmandu",Kathmandu,60000,0,0,N/A,0,South East,N/A,437,18 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Rent In Bhaisepati, Lalitpur","Mangal Colony, Bhaisepati, Lalitpur",Lalitpur,60000,3,3,3,0,North,N/A,550,4.5 Aana,16 Feet,16 Feet,NA,1300 Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"Apartment For Rent In Hattiban, Lalitpur","City Scape Apartment, Hattiban, Lalitpur",Lalitpur,55000,3,2,N/A,0,North,N/A,598,1300 Sq. Feet,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu",Kathmandu,20000000,5,3,3,0,North,N/A,383,0-3-3-0 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"Apartment For Sale In Tripureshwor, Kathmandu","Tripureshwor, Tripureshwor, Kathmandu",Kathmandu,25000000,3,4,4,0,South East,N/A,839,3000 Sq. Feet,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"House For Sale In Balkhu, Kathmandu","Kumari Club, Balkhu, Kathmandu",Kathmandu,49500000,7,7,3,0,South,N/A,695,9 Aana,10 Feet,10 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Land For Sale In Godawari, Lalitpur","Devi Chaur, Godawari, Lalitpur",Lalitpur,300000,0,0,N/A,0,South East,N/A,703,10-22-0-0 Ropani,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Kirtipur, Kirtipur","Bhatkeko Party, Kirtipur, Kathmandu",Kathmandu,18000000,4,4,2,0,South East,N/A,783,6 Aana,20 Feet,20 Feet,NA,2045 Sq. Feet,1 year ago,"['Lawn', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank']"
"House For Sale In Baneshwor, Kathmandu","Behind Bicc Hall, Baneshwor, Kathmandu",Kathmandu,6000000,0,0,N/A,0,South,N/A,488,9.5 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Land For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,2650000,0,0,N/A,0,North,N/A,362,8 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Hattisar, Kathmandu","Hattisar, Hattisar, Kathmandu",Kathmandu,43500000,6,0,3,0,West,N/A,375,0-3-2-1 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"House For Sale In Lokanthali, Bhaktapur","Lokanthali, Lokanthali, Bhaktapur",Bhaktapur,35000000,14,4,3,0,East,N/A,360,7.1 Aana,14 Feet,14 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank']"
"House For Sale In Ravi Bhawan, Kathmandu","Ravi Bhawan, Ravi Bhawan, Kathmandu",Kathmandu,60000000,0,0,3,0,East,N/A,594,12 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank']"
"Land For Sale In Sankhamul, Kathmandu","Manidol, Sankhamul, Kathmandu",Kathmandu,4200000,0,0,N/A,0,West,N/A,476,22 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Swayambhu, Kathmandu","Halchowk, Swayambhu, Kathmandu",Kathmandu,13000000,4,2,N/A,0,South,N/A,623,4.8 Aana,16 Feet,16 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Land For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu",Kathmandu,2700000,0,0,N/A,0,North East,N/A,299,7.3 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Land For Sale In Kirtipur, Kirtipur","Bhatkya Party, Kirtipur, Kathmandu",Kathmandu,2100000,0,0,N/A,0,North East,N/A,302,6 Aana,22 Feet,22 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu",Kathmandu,38000000,7,4,3,4,East,N/A,407,6.1 Aana,14 Feet,14 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Land For Sale In Tahachal, Kathmandu","Tahachal, Tahachal, Kathmandu",Kathmandu,3700000,0,0,N/A,0,North East,N/A,502,0-2-5-0 Aana,16 Feet,16 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Land For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur",Lalitpur,2800000,0,0,N/A,0,South,N/A,329,7.1 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Thulo Bharyang, Kathmandu","Thulo Bharyang, Thulo Bharyang, Kathmandu",Kathmandu,70000000,3,4,2,4,North West,N/A,291,0-6-25-0 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,"['TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank']"
"Business For Sale In Godawari, Lalitpur","Godawari, Godawari, Lalitpur",Lalitpur,251000000,0,0,N/A,0,North East,N/A,282,156.75 Aana,16 Feet,16 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Kalanki, Kathmandu","Durga Nagar Colony, Kalanki, Kathmandu",Kathmandu,41500000,8,7,3,0,East,N/A,654,0-7-5-0 Aana,14 Feet,14 Feet,NA,3300 Sq. Feet,1 year ago,[]
"House For Sale In Dadikot, Bhaktapur","Dadikot, Dadikot, Bhaktapur",Bhaktapur,22500000,12,4,N/A,0,South,N/A,291,4 Aana,20 Feet,20 Feet,NA,2610 Sq. Feet,1 year ago,[]
"Land For Sale In Hattigauda, Kathmandu","Near Itali Chowk, Hattigauda, Kathmandu",Kathmandu,5500000,0,0,N/A,0,South East,N/A,281,0-7-0-0 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Thapathali, Kathmandu","Thapathali, Thapathali, Kathmandu",Kathmandu,40100000,5,2,2,0,East,N/A,622,0-4-3-3 Aana,14 Feet,14 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
"Land For Sale In Hattigauda, Kathmandu","Near VDC, Hattigauda, Kathmandu",Kathmandu,1800000,0,0,N/A,0,South East,N/A,371,0-15-0-0 Aana,16 Feet,16 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Office Space For Rent In Chabahil, Kathmandu","Near Dhumbarahi, Chabahil, Kathmandu",Kathmandu,975000,0,0,2,0,West,N/A,266,12000 Sq. Feet,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Sale In Thamel, Kathmandu","Cheetrapati Chowk, Thamel, Kathmandu",Kathmandu,65000000,23,16,7,4,West,N/A,390,0-3-5-0-0 Aana,12 Feet,12 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Land For Sale In Durbar Marg, Kathmandu","Near ACE Travel, Durbar Marg, Kathmandu",Kathmandu,13000000,0,0,N/A,0,North,N/A,411,0-11-5-0 Aana,17 Feet,17 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Land For Sale In Tripureshwor, Kathmandu","Near Bluebird, Tripureshwor, Kathmandu",Kathmandu,13500000,0,0,N/A,0,North East,N/A,245,0-17-3-0 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"Land For Sale In Durbar Marg, Kathmandu","Durbarmarg, Durbar Marg, Kathmandu",Kathmandu,13000000,0,0,N/A,0,South East,N/A,247,0-80-0-0 Aana,20 Feet,20 Feet,NA,N/A Sq. Feet,1 year ago,[]
"House For Rent In Mandikatar, Kathmandu","Mandikatar, Mandikatar, Kathmandu",Kathmandu,150000,4,3,3,3,West,N/A,261,0-16-0-0 Aana,13 Feet,13 Feet,NA,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank']"
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2500000,0,0,N/A,0,North East,N/A,744,0-6-0-0 Aana,12 Feet,12 Feet,NA,N/A Sq. Feet,1 year ago,[]
